"Key,""Tag ID"",""Client ID"",""Owner ID"",""SKU"",""Site ID"",""Location"",""Description"",""Pick Face"",""Pack Config"",""Origin"",""From Site ID"",""Full Pallet"",""Condition"",""To Site ID"",""Count Needed"",""Status"",""Location Zone"",""Expired"",""Lock Code"",""Qty On Hand"",""Disallow Allocation"",""Tracking Level"",""Qty Allocated"",""Notes"",""Batch ID"",""QC Status"",""Pallet Type"",""Pallet"",""container_id"",""Receipt ID"",""Line ID"",""Receive Date"",""Receive Time"",""Supplier"",""Move Date"",""Move Time"",""Sampling Type"",""Manufacture Date"",""Manufacture Time"",""Specification Code"",""Specification ID"",""Count Date"",""Count Time"",""Expiry Date"",""Expiry Time"",""Beam ID"",""Start Unit"",""End Unit"",""Inventory Created By"",""Pallet Volume"",""Pallet Height"",""Pallet Depth"",""Pallet Width"",""Pallet Weight"",""Entered Height"",""Breakpack Done"",""Pre-Received"",""Rotation ID"",""C&E Consignment ID"",""C&E Invoice Number"",""C&E Receipt Type"",""Originator"",""Originator Reference"",""UCR"",""Country of Originator"",""CWC"",""C&E Duty Stamp ?"",""Document Date"",""Document Time"",""Under Bond?"",""C&E Available Status"",""User Defined Type 1"",""User Defined Type 2"",""User Defined Type 3"",""User Defined Type 4"",""User Defined Type 5"",""User Defined Type 6"",""User Defined Type 7"",""User Defined Type 8"",""User Defined Check 1"",""User Defined Check 2"",""User Defined Check 3"",""User Defined Check 4"",""User Defined Date 1"",""User Defined Time 1"",""User Defined Date 2"",""User Defined Time 2"",""User Defined Date 3"",""User Defined Time 3"",""User Defined Date 4"",""User Defined Time 4"",""User Defined Num 1"",""User Defined Num 2"",""User Defined Num 3"",""User Defined Num 4"",""User Defined Note 1"",""User Defined Note 2"","
"715078811,""LR201509007661"",""BRBT"",""BRBT"",""CP13500-NGFW"",""BRCJM01"",""RECDOCK46"",""AC version of Check Point 13500 Next Generation Firewall Appliance de protec"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""35"",""23/03/2026"",""12:50:40"",""S31231"",""06/04/2026"",""20:07:14"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078814,""ONT1439105L"",""BRBT"",""BRBT"",""XFP-10GLR-OC192SR"",""BRCJM01"",""RECDOCK46"",""XFP-10GLR-OC192SR - EX029 - Modulo"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""15"",""24/03/2026"",""09:01:57"",""S31231"",""06/04/2026"",""20:07:14"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078815,""ONT173102PJ"",""BRBT"",""BRBT"",""XFP-10GLR-OC192SR"",""BRCJM01"",""RECDOCK46"",""XFP-10GLR-OC192SR - EX029 - Modulo"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""15"",""24/03/2026"",""09:04:43"",""S31231"",""06/04/2026"",""20:07:14"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078816,""OPM2039025B"",""BRBT"",""BRBT"",""GLC-SX-MMD"",""BRCJM01"",""RECDOCK46"",""Cisco - GLC-SX-MMD 1000BASE-SX SFP transceiver module MMF 850nm DOM"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""8"",""24/03/2026"",""08:59:21"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078822,""POWERMODSPM10X2"",""BRBT"",""BRBT"",""S1-SPM-10"",""BRCJM01"",""RECDOCK46"",""S1-SPM-10 - Switched Power Module 10amp, 208-230v. Includes IEC Jumper Power Cor"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""36"",""23/03/2026"",""12:52:10"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078824,""QCS24255J0N"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:22:26"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078825,""QCS24255J21"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:22:39"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078826,""QCS24255J2B"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:19:48"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078827,""QCS24255J2U"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:21:26"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078829,""QCS24255J3L"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:22:48"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078830,""QCS24255J3T"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:20:03"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078833,""QCS24255J4V"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:20:11"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078835,""QCS24255J78"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:23:11"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078837,""QCS24255J9S"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:23:02"",""S31231"",""06/04/2026"",""20:07:15"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078839,""QCS24255J9U"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:21:37"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078840,""QCS24255JBN"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:21:51"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078841,""QCS24255JE9"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:23:24"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078843,""QCS24255JEK"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:23:34"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078844,""QCS24255JFC"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:22:16"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078845,""QCS24255JFM"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:23:59"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078848,""QCS24255JH0"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:20:25"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078851,""QCS24505J71"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:20:35"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078852,""QCS24505JCN"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:20:52"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078853,""QCS24505JKN"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:21:01"",""S31231"",""06/04/2026"",""20:07:16"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078855,""QCS24505JSH"",""BRBT"",""BRBT"",""ASR1013/06-PWR-AC"",""BRCJM01"",""RECDOCK46"",""FONTE DE ALIMENTACAO AC 1600W PARA EQUIPAMENTO ASR1000"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""5"",""23/03/2026"",""12:21:15"",""S31231"",""06/04/2026"",""20:07:17"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078856,""SAL1529K74V"",""BRBT"",""BRBT"",""SPA-1X10GE-L-V2"",""BRCJM01"",""RECDOCK46"",""Cisco - 1-Port  10GE LAN-PHY Shared Port Adapter"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""12"",""25/03/2026"",""07:10:17"",""S31231"",""06/04/2026"",""20:07:17"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078857,""SAL1618BSZW"",""BRBT"",""BRBT"",""SPA-1X10GE-L-V2"",""BRCJM01"",""RECDOCK46"",""Cisco - 1-Port  10GE LAN-PHY Shared Port Adapter"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""12"",""25/03/2026"",""07:07:30"",""S31231"",""06/04/2026"",""20:07:17"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078858,""SAL1625EQVP"",""BRBT"",""BRBT"",""SPA-1X10GE-L-V2"",""BRCJM01"",""RECDOCK46"",""Cisco - 1-Port  10GE LAN-PHY Shared Port Adapter"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""12"",""25/03/2026"",""07:04:56"",""S31231"",""06/04/2026"",""20:07:17"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
"715078859,""SAL1642PZUT"",""BRBT"",""BRBT"",""SPA-1X10GE-L-V2"",""BRCJM01"",""RECDOCK46"",""Cisco - 1-Port  10GE LAN-PHY Shared Port Adapter"","""",""9999-BT"","""","""",""N"",""OK1"","""","""",""UnLocked"",""RECDOCK"","""","""",""1"",""N"",""EACH"",""0"","""","""","""",""PBR"","""","""",""2026003047"",""12"",""25/03/2026"",""07:07:53"",""S31231"",""06/04/2026"",""20:07:17"","""","""","""","""","""","""","""","""","""","""","""","""",""R"","""","""","""","""","""","""","""","""",""XX/D00000001"","""","""",""NB"","""","""","""","""","""",""N"","""","""",""N"","""",""SENCINET - IRVING"",""JA417086ZZ0865"",""PAULO TONELLA"",""RETORNO HORTOLANDIA"",""USED"",""BT"",""17918"","""",""N"",""N"",""N"",""N"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","
